Snippet ID,Stack Overflow Question ID,Code Block Number,Status,Exclusion Reason,Before Dataset Path,After Dataset Path,Original Source Path,After Source Path,After Selection Rule,Selected Paths In Study,Before SHA256,After SHA256,Before Lines,After Lines,Before Bytes,After Bytes,Identical Before After,Study Pair Count,Study Pair IDs,Accepted Pair Count,Rejected Pair Count,Validation Group,Recommendation Types
so_13542540_block_2,13542540,2,ELIGIBLE,"",dataset/before/so_13542540_block_2.java,dataset/after/so_13542540_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/13542540/13542540_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/13542540/13542540_2_recent.java,RECENT_SNAPSHOT,13542540/13542540_2_recent.java,f52737306417df6b5e1a7e7d3ed5352b1036515b91142cfd09f6934b139208bf,d717ab76eac76d015e2024b24895904e0644ec0fd4c5274e41fd7af1521f44fa,58,53,1738,1630,NO,2,585;586,0,2,ALL_REJECTED,""
so_13558161_block_6,13558161,6,ELIGIBLE,"",dataset/before/so_13558161_block_6.java,dataset/after/so_13558161_block_6.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/13558161/13558161_6_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/13558161/13558161_6_32316591.java,SELECTED_LATEST_AVAILABLE,13558161/13558161_6_32316591.java,ab1319300053bc600d281c7ad28e5b8645f3570033b8856aabd03b33e1351368,ab1319300053bc600d281c7ad28e5b8645f3570033b8856aabd03b33e1351368,180,180,6355,6355,YES,1,584,1,0,ALL_ACCEPTED,Improving Code
so_13730854_block_2,13730854,2,ELIGIBLE,"",dataset/before/so_13730854_block_2.java,dataset/after/so_13730854_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/13730854/13730854_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/13730854/13730854_2_recent.java,RECENT_SNAPSHOT,13730854/13730854_2_recent.java,4e0d25a5b1018a6ffaf915f6a110768d2f03dfe120e4bada3fa082ccd040fe1b,2b8bba5b2588e10e07174bcc7f26aef07fa11edd446624cc60a1cbe99971a45d,10,10,404,406,NO,1,620,0,1,ALL_REJECTED,""
so_13731858_block_2,13731858,2,ELIGIBLE,"",dataset/before/so_13731858_block_2.java,dataset/after/so_13731858_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/13731858/13731858_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/13731858/13731858_2_recent.java,RECENT_SNAPSHOT,13731858/13731858_2_recent.java,df6c0902e130580e8e6031af9aa6293bb8c673f196f2fbd4778cab48a6342345,96653e14bd95fd8dcc44b5f6d922a0a1d68921d3812d2b418e6edfe9e3bc84d9,21,19,575,685,NO,1,412,0,1,ALL_REJECTED,""
so_13956092_block_2,13956092,2,ELIGIBLE,"",dataset/before/so_13956092_block_2.java,dataset/after/so_13956092_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/13956092/13956092_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/13956092/13956092_2_recent.java,RECENT_SNAPSHOT,13956092/13956092_2_recent.java,83294dd1d33dd4d9c41a1c5931e6db6ac3be1b370833fb572dcfa4e9279d96b1,fc96e321b959ca9d374fd452a60161f81cd89f8a76e95eb7e7a43f37d0c8821e,21,25,864,1047,NO,1,772,1,0,ALL_ACCEPTED,Improving Code
so_14676464_block_2,14676464,2,ELIGIBLE,"",dataset/before/so_14676464_block_2.java,dataset/after/so_14676464_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/14676464/14676464_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/14676464/14676464_2_recent.java,RECENT_SNAPSHOT,14676464/14676464_2_recent.java,15dc424b300354da913e231feb0a2095fafcec950a5b62dc58522962ec7c251d,a238d91856fd9ff5856afef1a10724fc97d14a06e3ebbb6bd3603f6a21eef9c8,13,15,444,506,NO,9,775;495;729;730;731;732;733;734;736,7,2,MIXED,Improving Code
so_15160629_block_2,15160629,2,ELIGIBLE,"",dataset/before/so_15160629_block_2.java,dataset/after/so_15160629_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/15160629/15160629_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/15160629/15160629_2_recent.java,RECENT_SNAPSHOT,15160629/15160629_2_recent.java,5bea1084013273542bacf5bfd8f505b4966f43ee0800ea28a749d83a0bd26764,c979d4926de0d59d1ddaabd47a4e458dbc5fe833b0899625f1b007f1ac2d6531,24,25,701,759,NO,8,285;286;287;288;290;291;292;293,8,0,ALL_ACCEPTED,Improving Code
so_15422801_block_2,15422801,2,ELIGIBLE,"",dataset/before/so_15422801_block_2.java,dataset/after/so_15422801_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/15422801/15422801_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/15422801/15422801_2_recent.java,RECENT_SNAPSHOT,15422801/15422801_2_102469581.java;15422801/15422801_2_recent.java,bdff837d52ebe877881a72aa147203fe083ef1605c24e28ff71118dce908b61f,63685780d8f1c20fe7ebb32639213a0231afd5095da42114dc3032fb917b7191,115,118,4598,4864,NO,2,669;670,0,2,ALL_REJECTED,""
so_16114563_block_2,16114563,2,ELIGIBLE,"",dataset/before/so_16114563_block_2.java,dataset/after/so_16114563_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/16114563/16114563_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/16114563/16114563_2_recent.java,RECENT_SNAPSHOT,16114563/16114563_2_recent.java,2844fa7a9e8c8126e9c2412078579387b26316453e6d0a52cd154daac2a1807b,9c3ff2c088e95a5e0bee371e11fed504a014246f7ae1d650ba823fb95893af6a,15,40,542,1629,NO,1,513,1,0,ALL_ACCEPTED,Improving Code
so_16540679_block_1,16540679,1,ELIGIBLE,"",dataset/before/so_16540679_block_1.java,dataset/after/so_16540679_block_1.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/16540679/16540679_1_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/16540679/16540679_1_64924359.java,SELECTED_LATEST_AVAILABLE,16540679/16540679_1_64924359.java,9cee9e9c810aae131888307ce42b6c30a62e2f14b55e964b2ad169d919256a21,2b2597b0df3124f3cf381c12a47204d798fff2e082dedddd71f1d1f7f66b66f4,11,26,544,1142,NO,1,508,0,1,ALL_REJECTED,""
so_16799135_block_10,16799135,10,ELIGIBLE,"",dataset/before/so_16799135_block_10.java,dataset/after/so_16799135_block_10.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/16799135/16799135_10_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/16799135/16799135_10_41317480.java,SELECTED_LATEST_AVAILABLE,16799135/16799135_10_41317480.java,b12229d17fef9aacb11c9f5c8ef437018af7c1106c85e26950e4e34a497e3664,b12229d17fef9aacb11c9f5c8ef437018af7c1106c85e26950e4e34a497e3664,23,23,1006,1006,YES,12,445;50;70;425;576;257;361;381;756;146;300;334,6,6,MIXED,Improving Code
so_16877278_block_2,16877278,2,ELIGIBLE,"",dataset/before/so_16877278_block_2.java,dataset/after/so_16877278_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/16877278/16877278_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/16877278/16877278_2_recent.java,RECENT_SNAPSHOT,16877278/16877278_2_recent.java,7693d24a72ccf87dde316fff321292d4ebf502ea1ff381da4d2b85cdb6c7710f,5abcc63744a69bc53d5a00877b0a7748727103523bf4b63c2d8336cdc319055e,32,31,1192,1165,NO,1,572,0,1,ALL_REJECTED,""
so_17627497_block_2,17627497,2,ELIGIBLE,"",dataset/before/so_17627497_block_2.java,dataset/after/so_17627497_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/17627497/17627497_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/17627497/17627497_2_recent.java,RECENT_SNAPSHOT,17627497/17627497_2_recent.java,ad9fb7e24601f014f9fadfc1fac070c3c6d4b9ff51de557e8d5485d1fcb007b6,c2f1aeb3dfec79b9f30e7bca69bea534eb3cb0d4c733f428f0f0e045cbf2f8c8,1,14,52,598,NO,1,411,0,1,ALL_REJECTED,""
so_18004334_block_4,18004334,4,EXCLUDED,MISSING_ORIGINAL_SNAPSHOT,"","","",/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/18004334/18004334_4_recent.java,RECENT_SNAPSHOT,18004334/18004334_4_recent.java,"","","","","","","",1,330,1,0,ALL_ACCEPTED,Improving Code
so_18454342_block_2,18454342,2,ELIGIBLE,"",dataset/before/so_18454342_block_2.java,dataset/after/so_18454342_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/18454342/18454342_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/18454342/18454342_2_recent.java,RECENT_SNAPSHOT,18454342/18454342_2_recent.java,9bffd9220efd097d6c6eeffc42b02aaeee8b7fb0f441e1e8645ad2d3adce504c,1ca5d870aac777c6deff9544dd4f00c6711d9851ed9941b26b178510f91e1747,16,29,556,941,NO,8,674;525;231;232;682;19;85;528,1,7,MIXED,Improving Code
so_18531276_block_2,18531276,2,ELIGIBLE,"",dataset/before/so_18531276_block_2.java,dataset/after/so_18531276_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/18531276/18531276_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/18531276/18531276_2_recent.java,RECENT_SNAPSHOT,18531276/18531276_2_recent.java,85d1a3a307eda3c75c0fe36e546e0d2b8dfc031e65f1c1e55a4f2897e1283cda,9781a07e7cde3a681bb916795e7d00fb7942fca8f1ea9d5e1b1ec47ce8dbf595,101,59,2997,2237,NO,3,401;398;399,0,3,ALL_REJECTED,""
so_19340685_block_2,19340685,2,ELIGIBLE,"",dataset/before/so_19340685_block_2.java,dataset/after/so_19340685_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/19340685/19340685_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/19340685/19340685_2_recent.java,RECENT_SNAPSHOT,19340685/19340685_2_49198640.java,18f3502e965b0327abf84e26ff748cb15baea7226c41bd6b0f5b2f1234640f84,866130c91aef2d639837286e6e518742340778cd0724912f1a922552d6396505,30,17,1199,667,NO,2,322;248,2,0,ALL_ACCEPTED,Improving Code
so_19435226_block_1,19435226,1,EXCLUDED,MISSING_ORIGINAL_SNAPSHOT,"","","",/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/19435226/19435226_1_recent.java,RECENT_SNAPSHOT,19435226/19435226_1_recent.java,"","","","","","","",2,633;634,0,2,ALL_REJECTED,""
so_19440217_block_2,19440217,2,ELIGIBLE,"",dataset/before/so_19440217_block_2.java,dataset/after/so_19440217_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/19440217/19440217_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/19440217/19440217_2_recent.java,RECENT_SNAPSHOT,19440217/19440217_2_recent.java,6566c565c1bf0e3f823e600521f6e1c030c12bc31aab478617549d58e7449f97,946c8ed7a37dc6d0147ba162ed6f79ae67b57258cc6b87fe344a9bb0a06c15dd,18,18,590,831,NO,1,461,0,1,ALL_REJECTED,""
so_19648723_block_1,19648723,1,ELIGIBLE,"",dataset/before/so_19648723_block_1.java,dataset/after/so_19648723_block_1.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/19648723/19648723_1_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/19648723/19648723_1_recent.java,RECENT_SNAPSHOT,19648723/19648723_1_recent.java,08cfa643f49c4b65b54d211007479c144d806e07eeb90e48ad4132a120c35a98,34b40878795f7fd4e1ea4eb7bfce142a71629c0251195a646c7f0bd7c6dd1bbc,8,20,173,524,NO,6,140;476;477;478;479;480,0,6,ALL_REJECTED,""
so_19689932_block_6,19689932,6,ELIGIBLE,"",dataset/before/so_19689932_block_6.java,dataset/after/so_19689932_block_6.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/19689932/19689932_6_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/19689932/19689932_6_recent.java,RECENT_SNAPSHOT,19689932/19689932_6_147013208.java,bc44b0c41278919e65730e33007db1bf40c41948de2c37e4d22359a414242a36,775de6ed240c2b2beef0d2c70e2730c5a73243c2f34fcc7c2df56550667b36bc,16,26,530,762,NO,2,792;537,0,2,ALL_REJECTED,""
so_19876516_block_2,19876516,2,ELIGIBLE,"",dataset/before/so_19876516_block_2.java,dataset/after/so_19876516_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/19876516/19876516_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/19876516/19876516_2_recent.java,RECENT_SNAPSHOT,19876516/19876516_2_recent.java,3cd44c5f093a50b3fbbe6e67c7306b11a5692b706e6991fcb214e560447bff8d,7c09a311f574ad8dda2b6f32167d4803dcdefacefae79464346ef4f815626d28,32,33,1356,1403,NO,3,698;179;229,0,3,ALL_REJECTED,""
so_20274776_block_2,20274776,2,ELIGIBLE,"",dataset/before/so_20274776_block_2.java,dataset/after/so_20274776_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/20274776/20274776_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/20274776/20274776_2_recent.java,RECENT_SNAPSHOT,20274776/20274776_2_recent.java,e7ba5c1dc136da6b90f33e59321e1ae94565be3d49fdfda99c96fe5f3cfa58ca,6ba55751d71bed7221760a0b9460341fcff8b6245c82ecf56f57310458e27eb9,21,29,496,814,NO,4,162;163;581;494,2,2,MIXED,Improving Code
so_20276324_block_2,20276324,2,ELIGIBLE,"",dataset/before/so_20276324_block_2.java,dataset/after/so_20276324_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/20276324/20276324_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/20276324/20276324_2_recent.java,RECENT_SNAPSHOT,20276324/20276324_2_recent.java,5695a22933971fa6072f5c54889aff3df36731cfb90c3305121d23500678527f,7a32897fc8d38d33162eb25d6527cc757a05b62960943ace45a2964e70113a1a,11,12,323,376,NO,1,582,1,0,ALL_ACCEPTED,Improving Code
so_20680556_block_2,20680556,2,ELIGIBLE,"",dataset/before/so_20680556_block_2.java,dataset/after/so_20680556_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/20680556/20680556_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/20680556/20680556_2_recent.java,RECENT_SNAPSHOT,20680556/20680556_2_recent.java,68d072323601f5f89eca096a0dfde9b111cecf3ecf7a0851368f9ebedc6af261,68a5207892886935e40757f6cf97c554a337da46cfa3ecceb714722eab2b2da6,19,18,509,479,NO,4,268;788;789;790,4,0,ALL_ACCEPTED,Improving Code
so_20765715_block_2,20765715,2,ELIGIBLE,"",dataset/before/so_20765715_block_2.java,dataset/after/so_20765715_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/20765715/20765715_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/20765715/20765715_2_recent.java,RECENT_SNAPSHOT,20765715/20765715_2_recent.java,bf296cae117281ecc5daea7d41cc53ab03d5dd43f9459459d65d978b02dc8141,9c11bec2ebf3df22607f3bba1c04f996dbcbbda24ad444021b5a53efb91cc846,19,22,658,838,NO,3,624;99;100,3,0,ALL_ACCEPTED,Improving Code
so_21178275_block_2,21178275,2,ELIGIBLE,"",dataset/before/so_21178275_block_2.java,dataset/after/so_21178275_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/21178275/21178275_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/21178275/21178275_2_recent.java,RECENT_SNAPSHOT,21178275/21178275_2_recent.java,39bf7510ef797de5f896f75d3e4207a20dc2841132c0f40db98c9b96a44fb03c,63a824538e0afb79765ed5571f66811ce5368753593b967b6d1bf8fc7bcd6a02,55,55,1953,1981,NO,1,497,1,0,ALL_ACCEPTED,Improving Code
so_22918204_block_2,22918204,2,ELIGIBLE,"",dataset/before/so_22918204_block_2.java,dataset/after/so_22918204_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/22918204/22918204_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/22918204/22918204_2_recent.java,RECENT_SNAPSHOT,22918204/22918204_2_62450522.java,8945543913664aea03b0f3d4c05e661dff60158fb88300a3e928c39ce954f53c,50d30da9929185c5eba7bc2ffb954d608dd6348caf269f97631b1c761461bae2,16,15,469,436,NO,2,240;428,0,2,ALL_REJECTED,""
so_22968559_block_2,22968559,2,ELIGIBLE,"",dataset/before/so_22968559_block_2.java,dataset/after/so_22968559_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/22968559/22968559_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/22968559/22968559_2_recent.java,RECENT_SNAPSHOT,22968559/22968559_2_recent.java,5ad243d2d5838c7fbcdd17d0905488ba4bd673e140ea5d4f8d4e82d2ef55dd8c,507fa98bec558749f98e408dee155b344f765828d72463f31ea955593bbd2931,7,16,200,504,NO,1,222,1,0,ALL_ACCEPTED,Improving Code
so_23839705_block_2,23839705,2,ELIGIBLE,"",dataset/before/so_23839705_block_2.java,dataset/after/so_23839705_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/23839705/23839705_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/23839705/23839705_2_recent.java,RECENT_SNAPSHOT,23839705/23839705_2_65821537.java,a0d2824f566134462ffb703279f18bd3aa507f4ebc1257c9dc9e0bb4c57499ec,ad95dc627aad9881c9047f1b2e7081fd6ab03f45629b7161de996ee6c7f1a7a9,15,21,706,773,NO,1,206,1,0,ALL_ACCEPTED,Improving Code
so_23916259_block_2,23916259,2,ELIGIBLE,"",dataset/before/so_23916259_block_2.java,dataset/after/so_23916259_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/23916259/23916259_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/23916259/23916259_2_recent.java,RECENT_SNAPSHOT,23916259/23916259_2_recent.java,c3154c769181c65d9a67dd258ff95514d3f8d6c1b1f99298daeb1dafa19bc476,aba08f51e26d122d794a9519fb0d008afe343351bab25c96ea2402dcaa992146,27,25,588,563,NO,1,326,1,0,ALL_ACCEPTED,Improving Code
so_24127188_block_2,24127188,2,ELIGIBLE,"",dataset/before/so_24127188_block_2.java,dataset/after/so_24127188_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/24127188/24127188_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/24127188/24127188_2_recent.java,RECENT_SNAPSHOT,24127188/24127188_2_recent.java,65660651ad735777bbe3dbfdbef6581efdbaf72a62b2e7f4e11345ba72e8cfc4,9c613d25f05a3f7b48a39ccdb5a2a629fa527c6ff199f86249eeef159d142f85,32,32,1355,1362,NO,22,657;658;659;660;661;662;663;664;260;261;262;347;580;690;691;692;693;654;27;28;29;30,17,5,MIXED,Improving Code
so_25890405_block_4,25890405,4,ELIGIBLE,"",dataset/before/so_25890405_block_4.java,dataset/after/so_25890405_block_4.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/25890405/25890405_4_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/25890405/25890405_4_recent.java,RECENT_SNAPSHOT,25890405/25890405_4_73691184.java,04b130b5a76e6d1950f025a9380adb49065438929666621b717ab0b72f5a758c,d60683c343b8ab3c8fce20ca9966d2cb7db8bc2cb76417ac3686d2eff2d68c7b,18,15,388,376,NO,1,467,0,1,ALL_REJECTED,""
so_25985720_block_14,25985720,14,ELIGIBLE,"",dataset/before/so_25985720_block_14.java,dataset/after/so_25985720_block_14.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/25985720/25985720_14_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/25985720/25985720_14_recent.java,RECENT_SNAPSHOT,25985720/25985720_14_recent.java,7e79b31ff297e251c046bbde61abf31949e9bd705cd72a44e3162a0381b27b22,f9d527dce981b6e07b9c1a042661b0aad3a84b94651f494e0d71549617fbb07f,15,21,462,656,NO,5,3;472;683;113;114,2,3,MIXED,Improving Code
so_26046107_block_2,26046107,2,ELIGIBLE,"",dataset/before/so_26046107_block_2.java,dataset/after/so_26046107_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/26046107/26046107_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/26046107/26046107_2_recent.java,RECENT_SNAPSHOT,26046107/26046107_2_124698665.java,7a2257e26bff705fd5258652335fc4995078c83d444c1581ce2113c9bb9e502a,9a9ebc6929de73b734ea7537467b7b22a0cea235cfd4de8efe9fda14114c2a43,18,22,846,1104,NO,1,244,1,0,ALL_ACCEPTED,Improving Code
so_27287511_block_2,27287511,2,ELIGIBLE,"",dataset/before/so_27287511_block_2.java,dataset/after/so_27287511_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/27287511/27287511_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/27287511/27287511_2_recent.java,RECENT_SNAPSHOT,27287511/27287511_2_79053914.java,9b844d732a33debc615b2d1d716553450577e910a860922005622c2e18c99cdf,4813a71cc39bdea5f709f74c76072fef542d260d9b062657a3b99f22b8d81a1a,18,17,693,642,NO,3,786;606;607,0,3,ALL_REJECTED,""
so_27436796_block_2,27436796,2,ELIGIBLE,"",dataset/before/so_27436796_block_2.java,dataset/after/so_27436796_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/27436796/27436796_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/27436796/27436796_2_recent.java,RECENT_SNAPSHOT,27436796/27436796_2_recent.java,12a3665fadbf965def226e763166563cfa5a9c7fb9b7962a4901bf980c53f4a5,013fc74b4b1e50d7151fc65fefa8cc44da4b053589a2734d54ef3a8a8aba2240,70,69,2801,2693,NO,3,414;726;111,3,0,ALL_ACCEPTED,Improving Code
so_27437289_block_16,27437289,16,ELIGIBLE,"",dataset/before/so_27437289_block_16.java,dataset/after/so_27437289_block_16.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/27437289/27437289_16_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/27437289/27437289_16_recent.java,RECENT_SNAPSHOT,27437289/27437289_16_106782972.java,08ff354c079c364cae621c4d3b136e43a5fe3a8f225858b3cbcc52fa89e994dd,a51f3a6271d9f5cad64aebebb1134d2c56535da607b6cef83fdad324daf4264a,13,1,537,44,NO,1,238,1,0,ALL_ACCEPTED,Improving Code
so_27469652_block_4,27469652,4,ELIGIBLE,"",dataset/before/so_27469652_block_4.java,dataset/after/so_27469652_block_4.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/27469652/27469652_4_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/27469652/27469652_4_recent.java,RECENT_SNAPSHOT,27469652/27469652_4_recent.java,16d932144839702d67d77621fa2764cc56c5b23e23a0bb5f5b5c8c887d9ca08f,1f5882d62501f2759ef125e7bb6c83d9d1e276ae3ce86217990c51faf038bfa8,14,15,306,340,NO,1,486,1,0,ALL_ACCEPTED,Improving Code
so_27644392_block_4,27644392,4,ELIGIBLE,"",dataset/before/so_27644392_block_4.java,dataset/after/so_27644392_block_4.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/27644392/27644392_4_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/27644392/27644392_4_recent.java,RECENT_SNAPSHOT,27644392/27644392_4_103987644.java,b26543db7038230a821aadef59d8eb20e342ce1f99a0946be7d3d0f3e579d3a0,ab1609d7c3c9843bd551c457564561e6128e7987b8b4db3c44921964510cd12a,5,68,246,3231,NO,2,601;602,0,2,ALL_REJECTED,""
so_28039909_block_2,28039909,2,ELIGIBLE,"",dataset/before/so_28039909_block_2.java,dataset/after/so_28039909_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/28039909/28039909_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/28039909/28039909_2_recent.java,RECENT_SNAPSHOT,28039909/28039909_2_recent.java,58c503b92f8d14198d21bbb34f45fd15aa44bef766849f0f1608a8beaeafec44,0aff9da6263a754c6a37faa135d67dc88613f7e7ae2d24b9ebadf2b7e10026e7,12,13,500,512,NO,5,739;652;511;215;105,0,5,ALL_REJECTED,""
so_28137956_block_4,28137956,4,ELIGIBLE,"",dataset/before/so_28137956_block_4.java,dataset/after/so_28137956_block_4.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/28137956/28137956_4_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/28137956/28137956_4_recent.java,RECENT_SNAPSHOT,28137956/28137956_4_recent.java,340abb58a783942c3cb2742d192ffcb28d35a030567011d3813227cb452e61e9,c42dd60ce0cd8c97929c7c38feb94f4cf6c28b09759348a1ca51b73eac56ac2e,54,79,1695,2525,NO,1,410,0,1,ALL_REJECTED,""
so_28329032_block_6,28329032,6,ELIGIBLE,"",dataset/before/so_28329032_block_6.java,dataset/after/so_28329032_block_6.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/28329032/28329032_6_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/28329032/28329032_6_147347267.java,SELECTED_LATEST_AVAILABLE,28329032/28329032_6_147347267.java,63bc67f141e9e119774b6d46b9acd4ea93d08a09f2b8f41d5321a384f31e6754,63bc67f141e9e119774b6d46b9acd4ea93d08a09f2b8f41d5321a384f31e6754,10,10,513,513,YES,1,329,1,0,ALL_ACCEPTED,Improving Code
so_28458368_block_4,28458368,4,ELIGIBLE,"",dataset/before/so_28458368_block_4.java,dataset/after/so_28458368_block_4.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/28458368/28458368_4_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/28458368/28458368_4_recent.java,RECENT_SNAPSHOT,28458368/28458368_4_recent.java,0b652644da05da93327d971da834fee2bd5198a68ba6e51937e471c0da926d7d,65a9474ff52e3acd8d30f6f043ffa03ecb81dbd5093760740a1bc1eb6a5dff98,18,35,630,1450,NO,1,101,1,0,ALL_ACCEPTED,Improving Code
so_28797486_block_2,28797486,2,ELIGIBLE,"",dataset/before/so_28797486_block_2.java,dataset/after/so_28797486_block_2.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/28797486/28797486_2_original.java,/Users/chaiyong/Downloads/do_not_delete/Matcha_Study/java_files/28797486/28797486_2_recent.java,RECENT_SNAPSHOT,28797486/28797486_2_recent.java,1098739000bec5e9458b1bd030f18ef24d8f0961637ae1a7518ca1c88e53cdf7,7ca24deec46afc02937fa871df9fde32c63ccb57381a5a30da2bc649ae32516a,30,33,862,975,NO,1,725,0,1,ALL_REJECTED,""
