snippet_id,version,mode,message
so_10599247_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_10599247_block_2.java' at line 1, column 19: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_10967469_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_10967469_block_2.java' at line 1, column 16: Encountered ""boolean"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_13956092_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_13956092_block_2.java' at line 2, column 15: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_14676464_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_14676464_block_2.java' at line 1, column 12: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_15160629_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_15160629_block_2.java' at line 17, column 17: Encountered <IDENTIFIER: ""assertEquals"">. Was expecting one of:     ""instanceof"" ...     "";"" ...     "","" ...     ""="" ...     ""<"" ...     ""?"" ...     ""=="" ...     ""<="" ...     "">="" ...     ""!="" ...     ""||"" ...     ""&&"" ...     ""++"" ...     ""--"" ...     ""+"" ...     ""-"" ...     ""*"" ...     ""/"" ...     ""&"" ...     ""|"" ...     ""^"" ...     ""%"" ...     ""+="" ...     ""-="" ...     ""*="" ...     ""/="" ...     ""&="" ...     ""|="" ...     ""^="" ...     ""%="" ...     ""<<="" ...     "">>="" ...     "">>>="" ...     "">"" ..."
so_16114563_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_16114563_block_2.java' at line 3, column 12: Encountered . Was expecting one of:     "
so_16799135_block_10,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_16799135_block_10.java' at line 1, column 13: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_18454342_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_18454342_block_2.java' at line 1, column 8: Encountered <IDENTIFIER: ""Path"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_189739_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_189739_block_2.java' at line 1, column 19: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_19340685_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_19340685_block_2.java' at line 1, column 5: Compact source files and instance main methods are a feature of Java 25, you should select your language version accordingly"
so_20274776_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_20274776_block_2.java' at line 1, column 19: Encountered <IDENTIFIER: ""CountDownLatch"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_20276324_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_20276324_block_2.java' at line 2, column 15: Encountered <IDENTIFIER: ""Void"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_20765715_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_20765715_block_2.java' at line 1, column 12: Encountered ""<"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_2086792_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_2086792_block_2.java' at line 1, column 13: Encountered ""boolean"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_21178275_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_21178275_block_2.java' at line 1, column 13: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_2180534_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_2180534_block_2.java' at line 51, column 12: Encountered <IDENTIFIER: ""Future"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_22968559_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_22968559_block_2.java' at line 15, column 7: Encountered . Was expecting one of:     "
so_2325407_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_2325407_block_2.java' at line 1, column 19: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_23916259_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_23916259_block_2.java' at line 1, column 5: Compact source files and instance main methods are a feature of Java 25, you should select your language version accordingly"
so_25985720_block_14,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_25985720_block_14.java' at line 1, column 19: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_27436796_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_27436796_block_2.java' at line 1, column 19: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_27437289_block_16,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_27437289_block_16.java' at line 1, column 45: Encountered <EOF>. Was expecting one of:     ""void"" ...     ""<"" ..."
so_27469652_block_4,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_27469652_block_4.java' at line 2, column 13: Encountered "")"". Was expecting one of:     <IDENTIFIER> ...     ""<"" ...     ""|"" ..."
so_28329032_block_6,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_28329032_block_6.java' at line 1, column 21: Encountered ""("". Was expecting one of:     <IDENTIFIER> ...     ""<"" ..."
so_28458368_block_4,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_28458368_block_4.java' at line 26, column 47: Encountered ""("". Was expecting one of:     ""instanceof"" ...     "")"" ...     "","" ...     ""="" ...     ""<"" ...     ""?"" ...     ""=="" ...     ""<="" ...     "">="" ...     ""!="" ...     ""||"" ...     ""&&"" ...     ""++"" ...     ""--"" ...     ""+"" ...     ""-"" ...     ""*"" ...     ""/"" ...     ""&"" ...     ""|"" ...     ""^"" ...     ""%"" ...     ""+="" ...     ""-="" ...     ""*="" ...     ""/="" ...     ""&="" ...     ""|="" ...     ""^="" ...     ""%="" ...     ""<<="" ...     "">>="" ...     "">>>="" ...     "">"" ..."
so_29226591_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_29226591_block_2.java' at line 2, column 17: Encountered <IDENTIFIER: ""Providers"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_29230939_block_4,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_29230939_block_4.java' at line 2, column 18: Encountered ""<"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_29330741_block_6,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_29330741_block_6.java' at line 1, column 20: Encountered <IDENTIFIER: ""BigDecimal"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_29548090_block_4,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_29548090_block_4.java' at line 1, column 36: Encountered <IDENTIFIER: ""implementsMap"">. Was expecting one of:     ""extends"" ...     ""implements"" ...     ""{"" ..."
so_29866762_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_29866762_block_2.java' at line 1, column 12: Encountered ""<"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_30952083_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_30952083_block_2.java' at line 6, column 9: Encountered ""if"". Was expecting one of:     ""void"" ...     ""<"" ..."
so_31868761_block_4,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_31868761_block_4.java' at line 1, column 12: Encountered <IDENTIFIER: ""Connection"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_32164598_block_8,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_32164598_block_8.java' at line 2, column 12: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_32855556_block_4,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_32855556_block_4.java' at line 1, column 13: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_33085670_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_33085670_block_2.java' at line 5, column 12: Encountered <IDENTIFIER: ""String"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_33561612_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_33561612_block_2.java' at line 24, column 7: Encountered ""catch"". Was expecting:     ""}"" ..."
so_33943576_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_33943576_block_2.java' at line 3, column 9: Encountered ""while"". Was expecting one of:     ""void"" ...     ""<"" ..."
so_34717151_block_6,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_34717151_block_6.java' at line 7, column 5: Encountered ""try"". Was expecting one of:     ""void"" ...     ""<"" ..."
so_35094888_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_35094888_block_2.java' at line 1, column 13: Encountered <IDENTIFIER: ""ServerSocket"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_359634_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_359634_block_2.java' at line 1, column 12: Encountered ""boolean"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_36805363_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_36805363_block_2.java' at line 47, column 52: Encountered ""..."". Was expecting:     "")"" ..."
so_36950444_block_6,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_36950444_block_6.java' at line 1, column 19: Encountered ""int"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_3775893_block_6,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_3775893_block_6.java' at line 1, column 19: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_37957745_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_37957745_block_2.java' at line 10, column 23: Encountered <IDENTIFIER: ""String"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_38367701_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_38367701_block_2.java' at line 127, column 1: Encountered ""--"". Was expecting:     ""}"" ..."
so_40056844_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_40056844_block_2.java' at line 1, column 19: Encountered ""boolean"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_41225553_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_41225553_block_2.java' at line 2, column 3: Encountered . Was expecting one of:     "
so_41251473_block_6,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_41251473_block_6.java' at line 1, column 19: Encountered <IDENTIFIER: ""RequestBody"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_41471859_block_4,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_41471859_block_4.java' at line 1, column 5: Encountered <IDENTIFIER: ""$2y$10$Tqq"">. Was expecting:     ""import"" ..."
so_41588054_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_41588054_block_2.java' at line 1, column 16: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_41751396_block_8,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_41751396_block_8.java' at line 114, column 5: Encountered ""try"". Was expecting one of:     ""void"" ...     ""<"" ..."
so_41800354_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_41800354_block_2.java' at line 1, column 30: Encountered <IDENTIFIER: ""BoolToStringPref"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_42681543_block_4,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_42681543_block_4.java' at line 23, column 5: Encountered ""package"". Was expecting one of:     <EOF>      ""import"" ...     "";"" ..."
so_4429257_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_4429257_block_2.java' at line 6, column 13: Encountered ""if"". Was expecting one of:     ""void"" ...     ""<"" ..."
so_453067_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_453067_block_2.java' at line 1, column 19: Encountered ""int"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_45774144_block_4,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_45774144_block_4.java' at line 1, column 6: Encountered <IDENTIFIER: ""S1L1Reset"">. Was expecting:     ""import"" ..."
so_46830988_block_4,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_46830988_block_4.java' at line 1, column 12: Encountered ""boolean"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_46887834_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_46887834_block_2.java' at line 3, column 9: Encountered ""new"". Was expecting one of:     ""void"" ...     ""<"" ..."
so_47622507_block_4,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_47622507_block_4.java' at line 10, column 25: Encountered ""boolean"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_50578162_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_50578162_block_2.java' at line 5, column 62: Encountered ""<"". Was expecting:     ""}"" ..."
so_51608517_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_51608517_block_2.java' at line 1, column 16: Encountered <IDENTIFIER: ""Test"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_53110509_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_53110509_block_2.java' at line 1, column 13: Encountered ""int"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_53360610_block_4,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_53360610_block_4.java' at line 1, column 5: Encountered <IDENTIFIER: ""CompletableFuture"">. Was expecting:     ""import"" ..."
so_55003173_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_55003173_block_2.java' at line 12, column 5: Encountered . Was expecting one of:     "
so_55728841_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_55728841_block_2.java' at line 1, column 19: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_55986044_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_55986044_block_2.java' at line 106, column 8: Encountered ""new"". Was expecting:     ""("" ..."
so_56259221_block_5,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_56259221_block_5.java' at line 3, column 19: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_56611483_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_56611483_block_2.java' at line 1, column 9: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_56815_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_56815_block_2.java' at line 1, column 26: Encountered <IDENTIFIER: ""ThreadLocal"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_57398454_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_57398454_block_2.java' at line 7, column 16: Encountered <IDENTIFIER: ""List"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_57560955_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_57560955_block_2.java' at line 2, column 5: Compact source files and instance main methods are a feature of Java 25, you should select your language version accordingly"
so_57713309_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_57713309_block_2.java' at line 1, column 19: Encountered <IDENTIFIER: ""String"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_57997601_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_57997601_block_2.java' at line 2, column 1: Encountered ""private"". Was expecting one of:     <IDENTIFIER> ...     ""<"" ..."
so_58346204_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_58346204_block_2.java' at line 62, column 5: Encountered ""for"". Was expecting one of:     <IDENTIFIER> ...     ""<"" ..."
so_58370217_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_58370217_block_2.java' at line 15, column 1: Encountered ""--"". Was expecting one of:     <EOF>      "";"" ..."
so_58617321_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_58617321_block_2.java' at line 1, column 49: Encountered <IDENTIFIER: ""width"">. Was expecting one of:     ""["" ...     ""."" ...     ""@"" ...     ""::"" ..."
so_58993471_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_58993471_block_2.java' at line 161, column 1: Encountered ""*"". Was expecting one of:     <EOF>      "";"" ..."
so_59239733_block_4,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_59239733_block_4.java' at line 1, column 22: Encountered <IDENTIFIER: ""Exception"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_59394165_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_59394165_block_2.java' at line 1, column 13: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_59664498_block_2,after,RAW,"LexException: Lexical error in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_59664498_block_2.java' at line 1, column 1: ""`"" (96), after : """" (in lexical state DEFAULT)"
so_59823215_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_59823215_block_2.java' at line 1, column 19: Encountered ""void"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_60123437_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_60123437_block_2.java' at line 10, column 6: Encountered ""}"". Was expecting one of:     "";"" ...     ""="" ...     ""++"" ...     ""--"" ...     ""+="" ...     ""-="" ...     ""*="" ...     ""/="" ...     ""&="" ...     ""|="" ...     ""^="" ...     ""%="" ...     ""<<="" ...     "">>="" ...     "">>>="" ..."
so_60266789_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_60266789_block_2.java' at line 1, column 26: Encountered ""char"". Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_60565131_block_4,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_60565131_block_4.java' at line 1, column 12: Encountered <IDENTIFIER: ""DHParameterSpec"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_60816572_block_6,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_60816572_block_6.java' at line 2, column 1: Encountered ""public"". Was expecting one of:     <IDENTIFIER> ...     ""<"" ..."
so_61006461_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_61006461_block_2.java' at line 1, column 2: Encountered ""<"". Was expecting:     ""import"" ..."
so_61391737_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_61391737_block_2.java' at line 1, column 19: Encountered <IDENTIFIER: ""List"">. Was expecting one of:     ""class"" ...     ""interface"" ...     ""@"" ..."
so_61780137_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_61780137_block_2.java' at line 3, column 1: Encountered ""public"". Was expecting one of:     <IDENTIFIER> ...     ""<"" ..."
so_6236324_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_6236324_block_2.java' at line 1, column 6: Encountered ""*"". Was expecting one of:     <EOF>      ""import"" ..."
so_62722315_block_2,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_62722315_block_2.java' at line 253, column 2: Encountered ""-"". Was expecting one of:     <EOF>      "";"" ..."
so_64804977_block_4,after,RAW,"ParseException: Parse exception in file '/Users/chaiyong/Downloads/do_not_delete/so-edit-additional-prs/before-after/work/pmd/inputs/RAW/after/so_64804977_block_4.java' at line 1, column 5: Encountered ""new"". Was expecting one of:     <EOF>      ""import"" ..."
