No,GH Project,Link SO,GitHub Java File Path,GitHub Method Name,GitHub Start Line,GitHub End Line,Stack Overflow Java File Path,Stack Overflow Method Name,Stack Overflow Start Line,Stack Overflow End Line
472,ciallo-dev,https://stackoverflow.com/questions/25985720,ciallo-dev/zelix-injection/src/main/java/zelix/otherhacks/net/wurstclient/forge/utils/MathUtils.java,isInteger,5,13,25985720/25985720_14_recent.java,method,1,21
104,citybench,https://stackoverflow.com/questions/12738229,citybench/benchmark/src/org/insight_centre/aceis/utils/MapUtils.java,sortByValue2,51,65,12738229/12738229_2_30063703.java,sortByValue,5,21
493,cityzenapp,https://stackoverflow.com/questions/60128473,cityzenapp/androidapp/CityZenApp/app/src/main/java/com/cityzen/cityzen/Models/DeviceLocationData.java,writeToParcel,47,53,60128473/60128473_8_recent.java,method,1,122
168,clouway,https://stackoverflow.com/questions/59664498,clouway/oauth2-server/oauth2-example-app/src/main/java/com/clouway/oauth2/app/AppServer.java,run,44,51,59664498/59664498_2_recent.java,method,1,68
203,code4craft,https://stackoverflow.com/questions/31868761,code4craft/jsoup-learning/src/main/java/org/jsoup/helper/HttpConnection.java,data,115,126,31868761/31868761_4_96856276.java,method,1,12
504,controlsfx,https://stackoverflow.com/questions/54491401,controlsfx/controlsfx/controlsfx-samples/src/main/java/org/controlsfx/samples/tablefilter/TableFilterMemoryTest.java,start,68,74,54491401/54491401_2_190812542.java,start,21,65
774,controlsystemstudio,https://stackoverflow.com/questions/32164598,controlsystemstudio/phoebus/app/logbook/olog/ui/src/main/java/org/phoebus/logbook/olog/ui/write/LogPropertiesEditorController.java,startEdit,376,382,32164598/32164598_8_recent.java,method,1,15
605,conventions,https://stackoverflow.com/questions/4429257,conventions/core/src/main/java/org/conventionsframework/util/ResourceBundle.java,newBundle,93,124,4429257/4429257_2_9347476.java,newBundle,2,32
87,convertapi,https://stackoverflow.com/questions/41251473,convertapi/convertapi-java/src/main/java/com/convertapi/client/RequestBodyStream.java,writeTo,31,40,41251473/41251473_6_recent.java,method,1,20
45,corretto,https://stackoverflow.com/questions/13462440,corretto/corretto-8/jdk/src/share/demo/jfc/SwingApplet/SwingApplet.java,init,74,91,13462440/13462440_6_32050882.java,init,30,44
46,corretto,https://stackoverflow.com/questions/58993471,corretto/corretto-8/jdk/src/share/classes/sun/security/tools/keytool/Main.java,toHexString,3371,3381,58993471/58993471_2_recent.java,method,1,363
47,corretto,https://stackoverflow.com/questions/29866762,corretto/corretto-8/jdk/src/share/classes/java/util/ComparableTimSort.java,sort,179,224,29866762/29866762_2_89013107.java,method,1,40
48,corretto,https://stackoverflow.com/questions/29866762,corretto/corretto-8/jdk/src/share/classes/java/util/TimSort.java,sort,210,256,29866762/29866762_2_89013107.java,method,1,40
49,corretto,https://stackoverflow.com/questions/46830988,corretto/corretto-8/jdk/src/share/classes/java/util/HashMap.java,putMapEntries,501,519,46830988/46830988_4_158689916.java,method,1,19
50,corretto,https://stackoverflow.com/questions/16799135,corretto/corretto-8/jdk/src/share/classes/java/util/Timer.java,sched,386,412,16799135/16799135_10_41317480.java,method,1,23
51,corretto,https://stackoverflow.com/questions/29330741,corretto/corretto-8/jdk/src/share/classes/java/math/BigDecimal.java,divide,5291,5303,29330741/29330741_6_86929181.java,method,1,13
52,corretto,https://stackoverflow.com/questions/29330741,corretto/corretto-8/jdk/src/share/classes/java/math/BigDecimal.java,divide,5305,5317,29330741/29330741_6_86929181.java,method,1,13
53,corretto,https://stackoverflow.com/questions/45774144,corretto/corretto-8/jdk/src/share/classes/javax/swing/plaf/metal/MetalTabbedPaneUI.java,update,719,725,45774144/45774144_4_recent.java,method,1,21
54,corretto,https://stackoverflow.com/questions/54119640,corretto/corretto-8/jdk/src/share/classes/javax/swing/plaf/basic/BasicTableHeaderUI.java,mouseClicked,99,116,54119640/54119640_4_189259651.java,mouseClicked,10,26
55,corretto,https://stackoverflow.com/questions/58993471,corretto/corretto-8/jdk/test/sun/security/pkcs11/tls/TestLeadingZeroesP11.java,toHexString,124,136,58993471/58993471_2_recent.java,method,1,363
56,corretto,https://stackoverflow.com/questions/58993471,corretto/corretto-8/jdk/test/sun/security/x509/X500Name/DerValueConstructor.java,toHexString,119,131,58993471/58993471_2_recent.java,method,1,363
57,corretto,https://stackoverflow.com/questions/64938483,corretto/corretto-8/jdk/test/jdk/jfr/jcmd/TestJcmdStartWithSettings.java,run,167,176,64938483/64938483_2_recent.java,method,1,68
58,corretto,https://stackoverflow.com/questions/6702420,corretto/corretto-8/jdk/test/java/awt/im/6396526/IMLookAndFeel.java,main,68,76,6702420/6702420_2_89518975.java,main,9,18
59,corretto,https://stackoverflow.com/questions/58993471,corretto/corretto-8/jdk/test/com/sun/crypto/provider/KeyAgreement/DHKeyAgreement2.java,toHexString,271,283,58993471/58993471_2_recent.java,method,1,363
60,corretto,https://stackoverflow.com/questions/58993471,corretto/corretto-8/jdk/test/com/sun/crypto/provider/KeyAgreement/DHKeyAgreement3.java,toHexString,178,190,58993471/58993471_2_recent.java,method,1,363
61,corretto,https://stackoverflow.com/questions/58993471,corretto/corretto-8/jdk/test/com/sun/crypto/provider/Cipher/Blowfish/BlowfishTestVector.java,toHexString,133,145,58993471/58993471_2_recent.java,method,1,363
62,corretto,https://stackoverflow.com/questions/58993471,corretto/corretto-8/jdk/test/com/sun/crypto/provider/TLS/TestLeadingZeroes.java,toHexString,130,142,58993471/58993471_2_recent.java,method,1,363
63,corretto,https://stackoverflow.com/questions/58617321,corretto/corretto-8/jdk/test/javax/imageio/plugins/bmp/BMPSubsamplingTest.java,create3ByteImage,329,342,58617321/58617321_2_recent.java,method,1,17
64,corretto,https://stackoverflow.com/questions/45774144,corretto/corretto-11/src/java.desktop/share/classes/javax/swing/plaf/metal/MetalTabbedPaneUI.java,update,809,815,45774144/45774144_4_recent.java,method,1,21
65,corretto,https://stackoverflow.com/questions/58993471,corretto/corretto-11/src/java.base/share/classes/sun/security/tools/keytool/Main.java,toHexString,3720,3730,58993471/58993471_2_recent.java,method,1,363
66,corretto,https://stackoverflow.com/questions/29866762,corretto/corretto-11/src/java.base/share/classes/java/util/ComparableTimSort.java,sort,179,224,29866762/29866762_2_89013107.java,method,1,40
67,corretto,https://stackoverflow.com/questions/29866762,corretto/corretto-11/src/java.base/share/classes/java/util/TimSort.java,sort,210,256,29866762/29866762_2_89013107.java,method,1,40
68,corretto,https://stackoverflow.com/questions/46830988,corretto/corretto-11/src/java.base/share/classes/java/util/HashMap.java,putMapEntries,496,514,46830988/46830988_4_158689916.java,method,1,19
69,corretto,https://stackoverflow.com/questions/62919983,corretto/corretto-11/src/java.base/share/classes/java/util/Random.java,seedUniquifier,108,117,62919983/62919983_2_recent.java,method,1,17
70,corretto,https://stackoverflow.com/questions/16799135,corretto/corretto-11/src/java.base/share/classes/java/util/Timer.java,sched,387,413,16799135/16799135_10_41317480.java,method,1,23
71,corretto,https://stackoverflow.com/questions/29330741,corretto/corretto-11/src/java.base/share/classes/java/math/BigDecimal.java,divide,5731,5743,29330741/29330741_6_86929181.java,method,1,13
72,corretto,https://stackoverflow.com/questions/29330741,corretto/corretto-11/src/java.base/share/classes/java/math/BigDecimal.java,divide,5745,5757,29330741/29330741_6_86929181.java,method,1,13
73,corretto,https://stackoverflow.com/questions/58993471,corretto/corretto-11/test/jdk/sun/security/pkcs11/PKCS11Test.java,byte2hex,126,133,58993471/58993471_2_recent.java,method,1,363
74,corretto,https://stackoverflow.com/questions/58993471,corretto/corretto-11/test/jdk/sun/security/pkcs11/PKCS11Test.java,toHexString,134,146,58993471/58993471_2_recent.java,method,1,363
75,corretto,https://stackoverflow.com/questions/58993471,corretto/corretto-11/test/jdk/sun/security/x509/X500Name/DerValueConstructor.java,toHexString,121,133,58993471/58993471_2_recent.java,method,1,363
76,corretto,https://stackoverflow.com/questions/64938483,corretto/corretto-11/test/jdk/jdk/jfr/jcmd/TestJcmdStartWithSettings.java,run,167,176,64938483/64938483_2_recent.java,method,1,68
77,corretto,https://stackoverflow.com/questions/6702420,corretto/corretto-11/test/jdk/java/awt/im/6396526/IMLookAndFeel.java,main,69,77,6702420/6702420_2_89518975.java,main,9,18
78,corretto,https://stackoverflow.com/questions/58993471,corretto/corretto-11/test/jdk/com/sun/crypto/provider/KeyAgreement/DHKeyAgreementPadding.java,toHexString,89,99,58993471/58993471_2_recent.java,method,1,363
79,corretto,https://stackoverflow.com/questions/58993471,corretto/corretto-11/test/jdk/com/sun/crypto/provider/KeyAgreement/DHKeyAgreement2.java,toHexString,268,280,58993471/58993471_2_recent.java,method,1,363
80,corretto,https://stackoverflow.com/questions/58993471,corretto/corretto-11/test/jdk/com/sun/crypto/provider/KeyAgreement/DHKeyAgreement3.java,toHexString,173,185,58993471/58993471_2_recent.java,method,1,363
81,corretto,https://stackoverflow.com/questions/58993471,corretto/corretto-11/test/jdk/com/sun/crypto/provider/Cipher/Blowfish/BlowfishTestVector.java,toHexString,131,143,58993471/58993471_2_recent.java,method,1,363
82,corretto,https://stackoverflow.com/questions/58993471,corretto/corretto-11/test/jdk/com/sun/crypto/provider/TLS/TestLeadingZeroes.java,toHexString,125,137,58993471/58993471_2_recent.java,method,1,363
83,corretto,https://stackoverflow.com/questions/1520212,corretto/corretto-11/test/jdk/javax/net/ssl/DTLS/DTLSSequenceNumberTest.java,shuffleArray,177,185,1520212/1520212_2_recent.java,shuffleArray,19,31
84,corretto,https://stackoverflow.com/questions/58617321,corretto/corretto-11/test/jdk/javax/imageio/plugins/bmp/BMPSubsamplingTest.java,create3ByteImage,329,342,58617321/58617321_2_recent.java,method,1,17
209,cplutte,https://stackoverflow.com/questions/13329885,cplutte/bts/org.bbaw.bts.ui.main/src/org/bbaw/bts/ui/main/wizards/newProject/ProjectCollectionPage.java,createTableViewerColumn,204,213,13329885/13329885_2_recent.java,method,1,154
345,crazyhitty,https://stackoverflow.com/questions/9109728,crazyhitty/munch/mindb/src/main/java/com/crazyhitty/chdev/ks/mindb/DatabaseHelper.java,copyDataBase,56,68,9109728/9109728_6_recent.java,copyDataBase,43,54
346,crazyhitty,https://stackoverflow.com/questions/9109728,crazyhitty/munch/mindb/src/main/java/com/crazyhitty/chdev/ks/mindb/DatabaseAdapter.java,createDatabase,24,32,9109728/9109728_8_133022768.java,createDatabase,18,30
328,cruxframework,https://stackoverflow.com/questions/41225553,cruxframework/crux/crux-dev/src/main/java/org/cruxframework/crux/core/declarativeui/ViewProcessor.java,resolveEntity,257,268,41225553/41225553_2_recent.java,method,1,34
186,cryptoguardoss,https://stackoverflow.com/questions/30952083,cryptoguardoss/cryptoguard/src/main/java/util/Utils.java,listf,1209,1222,30952083/30952083_2_93280714.java,method,1,31
653,ctripcorp,https://stackoverflow.com/questions/59664498,ctripcorp/x-pipe/redis/redis-core/src/test/java/com/ctrip/xpipe/redis/core/client/AsyncNettyClientTest.java,run,133,140,59664498/59664498_2_recent.java,method,1,68
582,cymcsg,https://stackoverflow.com/questions/20276324,cymcsg/ultimateandroid/deprecated/UltimateAndroidGradle/demoofui/src/main/java/com/marshalchen/common/demoofui/jsoup/UtilsDemoActivity.java,doInBackground,42,53,20276324/20276324_2_recent.java,method,1,12
236,cyriux,https://stackoverflow.com/questions/9293885,cyriux/mpcmaid/MpcMaid/src/com/mpcmaid/gui/Utils.java,copy,94,106,9293885/9293885_2_recent.java,method,1,18
665,daliyan,https://stackoverflow.com/questions/6788456,daliyan/mykeep/app/src/main/java/akiyama/mykeep/util/AESUtils.java,encrypt,44,50,6788456/6788456_2_209269621.java,method,1,15
666,daliyan,https://stackoverflow.com/questions/6788456,daliyan/mykeep/app/src/main/java/akiyama/mykeep/util/AESUtils.java,decrypt,52,59,6788456/6788456_2_209269621.java,method,1,15
19,datastax,https://stackoverflow.com/questions/18454342,datastax/dsbulk/tests/src/main/java/com/datastax/oss/dsbulk/tests/utils/FileUtils.java,postVisitDirectory,101,112,18454342/18454342_2_recent.java,method,1,29
427,davidwhitlock,https://stackoverflow.com/questions/29548090,davidwhitlock/portlandstatejava/projects-parent/projects/src/main/java/edu/pdx/cs410J/AbstractLRUMap.java,putAll,62,74,29548090/29548090_4_recent.java,method,1,78
406,daxiak,https://stackoverflow.com/questions/9293885,daxiak/mydiary/app/src/main/java/com/kiminonawa/mydiary/shared/FileManager.java,copy,268,280,9293885/9293885_2_recent.java,method,1,18
407,daxiak,https://stackoverflow.com/questions/30321780,daxiak/mydiary/app/src/main/java/com/kiminonawa/mydiary/entries/DiaryActivity.java,initGoogleAPi,194,202,30321780/30321780_2_recent.java,method,1,19
667,deeplearning4j,https://stackoverflow.com/questions/12738229,deeplearning4j/deeplearning4j/deeplearning4j/deeplearning4j-modelimport/src/main/java/org/deeplearning4j/nn/modelimport/keras/preprocessing/text/KerasTokenizer.java,reverseSortByValues,227,241,12738229/12738229_2_30063703.java,sortByValue,5,21
668,deeplearning4j,https://stackoverflow.com/questions/453067,deeplearning4j/deeplearning4j/nd4j/nd4j-common/src/main/java/org/nd4j/common/util/InputStreamUtil.java,countLines,36,56,453067/453067_2_recent.java,method,1,20
343,dengsinkiang,https://stackoverflow.com/questions/58370217,dengsinkiang/sk-admin/sk-system/src/main/java/com/dxj/config/ConfigurerAdapter.java,corsFilter,29,39,58370217/58370217_2_recent.java,method,1,45
119,denzilferreira,https://stackoverflow.com/questions/6788456,denzilferreira/aware-client/aware-core/src/main/java/com/aware/utils/Encrypter.java,encrypt,235,241,6788456/6788456_2_209269621.java,method,1,15
120,denzilferreira,https://stackoverflow.com/questions/6788456,denzilferreira/aware-client/aware-core/src/main/java/com/aware/utils/Encrypter.java,decrypt,243,249,6788456/6788456_2_209269621.java,method,1,15
266,devil-chen,https://stackoverflow.com/questions/52144662,devil-chen/dvmediaselector/library/src/main/java/com/devil/library/camera/util/FileUtil.java,isExternalStorageWritable,63,69,52144662/52144662_2_181397043.java,method,1,97
41,devs-immortal,https://stackoverflow.com/questions/65112087,devs-immortal/the-aether/src/main/java/net/id/paradiselost/util/UncheckedWriter.java,close,16,23,65112087/65112087_2_236114933.java,method,1,14
397,dietzm,https://stackoverflow.com/questions/10967469,dietzm/gcodeinfo/GCodeInfo/src/de/dietzm/gcodesim/GcodeSimulator.java,openWebpage,655,664,10967469/10967469_2_recent.java,method,1,20
675,dnmilne,https://stackoverflow.com/questions/138950,dnmilne/wikipediaminer/wikipedia-miner-web/src/main/java/org/wikipedia/miner/web/util/CharsetFilter.java,doFilter,22,38,138950/138950_6_recent.java,doFilter,15,28
722,dockstore,https://stackoverflow.com/questions/61006461,dockstore/dockstore/dockstore-webservice/src/main/java/io/dockstore/webservice/resources/rss/RSSWriter.java,createNode,71,82,61006461/61006461_2_recent.java,method,1,96
786,dougkeen,https://stackoverflow.com/questions/27287511,dougkeen/bartrunnerandroid/app/src/main/java/com/dougkeen/util/WakeLocker.java,acquire,11,21,27287511/27287511_2_79053914.java,method,1,18
601,douglascraigschmidt,https://stackoverflow.com/questions/27644392,douglascraigschmidt/livelessons/Folders/ParallelStreams/src/main/resources/works/LiveLessons/Java8/ex25/src/utils/ExceptionUtils.java,rethrowRunnable,57,65,27644392/27644392_4_103987644.java,method,1,67
602,douglascraigschmidt,https://stackoverflow.com/questions/27644392,douglascraigschmidt/livelessons/Java8/ex25/src/main/java/utils/ExceptionUtils.java,rethrowRunnable,57,65,27644392/27644392_4_103987644.java,method,1,67
423,dragome,https://stackoverflow.com/questions/29866762,dragome/dragome-sdk/dragome-js-jre/src/main/java/java/util/ComparableTimSort.java,sort,149,193,29866762/29866762_2_89013107.java,method,1,40
424,dragome,https://stackoverflow.com/questions/29866762,dragome/dragome-sdk/dragome-js-jre/src/main/java/java/util/TimSort.java,sort,176,225,29866762/29866762_2_89013107.java,method,1,40
425,dragome,https://stackoverflow.com/questions/16799135,dragome/dragome-sdk/dragome-js-jre/src/main/java/java/util/Timer.java,sched,396,424,16799135/16799135_10_41317480.java,method,1,23
426,dragome,https://stackoverflow.com/questions/55728841,dragome/dragome-sdk/dragome-js-jre/src/main/java/java/io/PrintStream.java,write,80,90,55728841/55728841_2_recent.java,method,1,37
101,dragon66,https://stackoverflow.com/questions/28458368,dragon66/icafe/src/com/icafe4j/test/TestMetadata.java,printMetadata,282,291,28458368/28458368_4_recent.java,method,1,35
323,drjia,https://stackoverflow.com/questions/52144662,drjia/androidlogcollector/LogCollector/src/com/qihoo/linker/logcollector/utils/LogCollectorUtility.java,isSDcardExsit,71,77,52144662/52144662_2_181397043.java,method,1,97
694,dromara,https://stackoverflow.com/questions/60266789,dromara/hodor/hodor-common/src/main/java/org/dromara/hodor/common/utils/BytesUtil.java,toHex,148,159,60266789/60266789_2_recent.java,method,1,13
642,dsibournemouth,https://stackoverflow.com/questions/10774468,dsibournemouth/autoweka/weka-3.7.7/src/main/java/weka/core/NormalizableDistance.java,distance,396,463,10774468/10774468_2_recent.java,method,1,95
107,dunwu,https://stackoverflow.com/questions/58496526,dunwu/spring-tutorial/codes/integration/mq/spring-boot-mq-kafka/src/test/java/io/github/dunwu/springboot/SpringKafkaTest.java,createTemplate,82,88,58496526/58496526_2_207696359.java,method,1,19
412,ebay,https://stackoverflow.com/questions/13731858,ebay/yidb/cms-core/web/src/test/java/com/ebay/cloud/cms/web/RunTestServer.java,run,180,187,13731858/13731858_2_recent.java,method,1,19
167,eclipse-cognicrypt,https://stackoverflow.com/questions/13329885,eclipse-cognicrypt/cognicrypt/plugins/de.cognicrypt.staticanalyzer/src/de/cognicrypt/staticanalyzer/view/StatisticsView.java,createTableViewerColumn,219,227,13329885/13329885_2_recent.java,method,1,154
540,eclipse-ee4j,https://stackoverflow.com/questions/4429257,eclipse-ee4j/yasson/src/main/java/org/eclipse/yasson/internal/properties/Messages.java,newBundle,73,101,4429257/4429257_2_9347476.java,newBundle,2,32
541,eclipse-ee4j,https://stackoverflow.com/questions/12646338,eclipse-ee4j/jersey/containers/simple-http/src/test/java/org/glassfish/jersey/simple/ParallelTest.java,sleep,65,71,12646338/12646338_8_recent.java,run,27,41
542,eclipse-ee4j,https://stackoverflow.com/questions/32484638,eclipse-ee4j/jersey/core-server/src/main/java/org/glassfish/jersey/server/filter/RolesAllowedDynamicFeature.java,filter,111,126,32484638/32484638_2_recent.java,method,1,63
543,eclipse-ee4j,https://stackoverflow.com/questions/12646338,eclipse-ee4j/jersey/connectors/grizzly-connector/src/test/java/org/glassfish/jersey/grizzly/connector/ParallelTest.java,sleep,70,76,12646338/12646338_8_recent.java,run,27,41
544,eclipse-ee4j,https://stackoverflow.com/questions/12646338,eclipse-ee4j/jersey/connectors/helidon-connector/src/test/java/org/glassfish/jersey/helidon/connector/ParallelTest.java,sleep,69,75,12646338/12646338_8_recent.java,run,27,41
545,eclipse-ee4j,https://stackoverflow.com/questions/12646338,eclipse-ee4j/jersey/connectors/netty-connector/src/test/java/org/glassfish/jersey/netty/connector/ParallelTest.java,sleep,69,75,12646338/12646338_8_recent.java,run,27,41
140,eclipse-jdt,https://stackoverflow.com/questions/19648723,eclipse-jdt/eclipse.jdt.core/org.eclipse.jdt.core.tests.model/workspace/Formatter/test086/A_out.java,isZero,3,13,19648723/19648723_1_recent.java,method,1,20
280,eclipse-platform,https://stackoverflow.com/questions/41588054,eclipse-platform/eclipse.platform.swt/examples/org.eclipse.swt.snippets/src/org/eclipse/swt/snippets/Snippet230.java,main,35,89,41588054/41588054_2_recent.java,method,1,64
281,eclipse-platform,https://stackoverflow.com/questions/41588054,eclipse-platform/eclipse.platform.swt/tests/org.eclipse.swt.tests.gtk/ManualTests/org/eclipse/swt/tests/gtk/snippets/Bug299045_TableLines.java,main,24,102,41588054/41588054_2_135725905.java,method,1,65
282,eclipse-platform,https://stackoverflow.com/questions/56297618,eclipse-platform/eclipse.platform.swt/tests/org.eclipse.swt.tests.gtk/ManualTests/org/eclipse/swt/tests/gtk/snippets/Bug528691_StyledTextNull.java,main,32,51,56297618/56297618_2_recent.java,main,6,49
473,eclipse,https://stackoverflow.com/questions/12738229,eclipse/deeplearning4j/deeplearning4j/deeplearning4j-modelimport/src/main/java/org/deeplearning4j/nn/modelimport/keras/preprocessing/text/KerasTokenizer.java,reverseSortByValues,227,241,12738229/12738229_2_30063703.java,sortByValue,5,21
474,eclipse,https://stackoverflow.com/questions/453067,eclipse/deeplearning4j/nd4j/nd4j-common/src/main/java/org/nd4j/common/util/InputStreamUtil.java,countLines,36,56,453067/453067_2_recent.java,method,1,20
475,eclipse,https://stackoverflow.com/questions/59664498,eclipse/packagedrone/testing/server-test/src/test/java/org/eclipse/packagedrone/testing/server/TestSuite.java,stopClient,129,136,59664498/59664498_2_recent.java,method,1,68
242,elastic,https://stackoverflow.com/questions/33561612,elastic/elasticsearch/server/src/test/java/org/elasticsearch/cluster/service/TaskExecutorTests.java,run,193,200,33561612/33561612_2_recent.java,method,1,33
720,elunez,https://stackoverflow.com/questions/58370217,elunez/eladmin/eladmin-system/src/main/java/me/zhengjie/config/ConfigurerAdapter.java,corsFilter,52,62,58370217/58370217_2_recent.java,method,1,45
685,emmanuelbernard,https://stackoverflow.com/questions/9293885,emmanuelbernard/hibernate-core-ogm/hibernate-core/src/matrix/java/org/hibernate/test/mappingexception/MappingExceptionTest.java,copy,245,256,9293885/9293885_2_recent.java,method,1,18
775,encryptedsystems,https://stackoverflow.com/questions/14676464,encryptedsystems/clusion/src/main/java/org/crypto/sse/TextProc.java,listf,86,98,14676464/14676464_2_recent.java,method,1,15
657,essexuniversitymcts,https://stackoverflow.com/questions/24127188,essexuniversitymcts/gvgai/clients/GVGAI-JavaClient/src/utils/com/google/gson/Gson.java,read,279,285,24127188/24127188_2_recent.java,method,1,32
658,essexuniversitymcts,https://stackoverflow.com/questions/24127188,essexuniversitymcts/gvgai/clients/GVGAI-JavaClient/src/utils/com/google/gson/Gson.java,read,335,341,24127188/24127188_2_recent.java,method,1,32
659,essexuniversitymcts,https://stackoverflow.com/questions/24127188,essexuniversitymcts/gvgai/clients/GVGAI-JavaClient/src/utils/com/google/gson/internal/bind/TypeAdapters.java,read,330,337,24127188/24127188_2_recent.java,method,1,32
660,essexuniversitymcts,https://stackoverflow.com/questions/24127188,essexuniversitymcts/gvgai/clients/GVGAI-JavaClient/src/utils/com/google/gson/internal/bind/TypeAdapters.java,read,794,800,24127188/24127188_2_recent.java,method,1,32
661,essexuniversitymcts,https://stackoverflow.com/questions/24127188,essexuniversitymcts/gvgai/src/tools/com/google/gson/Gson.java,read,279,285,24127188/24127188_2_recent.java,method,1,32
662,essexuniversitymcts,https://stackoverflow.com/questions/24127188,essexuniversitymcts/gvgai/src/tools/com/google/gson/Gson.java,read,335,341,24127188/24127188_2_recent.java,method,1,32
663,essexuniversitymcts,https://stackoverflow.com/questions/24127188,essexuniversitymcts/gvgai/src/tools/com/google/gson/internal/bind/TypeAdapters.java,read,330,337,24127188/24127188_2_recent.java,method,1,32
664,essexuniversitymcts,https://stackoverflow.com/questions/24127188,essexuniversitymcts/gvgai/src/tools/com/google/gson/internal/bind/TypeAdapters.java,read,794,800,24127188/24127188_2_recent.java,method,1,32
171,eternita,https://stackoverflow.com/questions/52148106,eternita/frontcache/frontcache-console/src/main/java/org/frontcache/console/config/WebMVCConfig.java,viewResolver,88,96,52148106/52148106_4_181012547.java,method,1,13
172,eternita,https://stackoverflow.com/questions/52148106,eternita/frontcache/examples/frontcache-spring/src/main/java/org/frontcache/example/WebConfig.java,viewResolver,27,33,52148106/52148106_4_181012547.java,method,1,13
619,eugenp,https://stackoverflow.com/questions/34717151,eugenp/tutorials/libraries-server/src/main/java/com/baeldung/netty/NettyServer.java,run,30,48,34717151/34717151_6_recent.java,method,1,60
620,eugenp,https://stackoverflow.com/questions/13730854,eugenp/tutorials/spring-boot-modules/spring-boot-properties/src/main/java/com/baeldung/properties/spring/PropertySourcesPlaceholderConfig.java,properties,15,22,13730854/13730854_2_recent.java,method,1,10
621,eugenp,https://stackoverflow.com/questions/53360610,eugenp/tutorials/core-java-modules/core-java-nio/src/test/java/com/baeldung/async/AsyncEchoClient.java,start,40,46,53360610/53360610_4_186072235.java,method,1,12
622,eugenp,https://stackoverflow.com/questions/33943576,eugenp/tutorials/core-java-modules/core-java-date-operations-2/src/main/java/com/baeldung/skipweekends/AddSubtractDaysSkippingWeekendsUtils.java,addDaysSkippingWeekends,8,18,33943576/33943576_2_175039647.java,method,1,15
623,eugenp,https://stackoverflow.com/questions/33085670,eugenp/tutorials/core-java-modules/core-java-security-2/src/main/java/com/baeldung/passwordhashing/SHA512Hasher.java,hash,13,29,33085670/33085670_2_recent.java,method,1,20
624,eugenp,https://stackoverflow.com/questions/20765715,eugenp/tutorials/core-java-modules/core-java-9-streams/src/main/java/com/baeldung/streams/breakforeach/CustomSpliterator.java,tryAdvance,20,30,20765715/20765715_2_recent.java,method,1,22
625,eugenp,https://stackoverflow.com/questions/52148106,eugenp/tutorials/spring-4/src/test/java/com/baeldung/spring43/attributeannotations/AttributeAnnotationConfiguration.java,viewResolver,17,23,52148106/52148106_4_181012547.java,method,1,13
626,eugenp,https://stackoverflow.com/questions/52148106,eugenp/tutorials/spring-4/src/test/java/com/baeldung/spring43/scopeannotations/ScopeAnnotationsConfiguration.java,viewResolver,15,21,52148106/52148106_4_181012547.java,method,1,13
627,eugenp,https://stackoverflow.com/questions/52148106,eugenp/tutorials/spring-4/src/test/java/com/baeldung/spring43/composedmapping/ComposedMappingConfiguration.java,viewResolver,24,30,52148106/52148106_4_181012547.java,method,1,13
648,evgenyzinoviev,https://stackoverflow.com/questions/52144662,evgenyzinoviev/gravitydefied/src/org/happysanta/gd/Storage/LevelsManager.java,isExternalStorageWritable,422,428,52144662/52144662_2_181397043.java,method,1,97
649,evgenyzinoviev,https://stackoverflow.com/questions/9293885,evgenyzinoviev/gravitydefied/src/org/happysanta/gd/Storage/LevelsManager.java,copy,456,468,9293885/9293885_2_recent.java,method,1,18
476,evosuite,https://stackoverflow.com/questions/19648723,evosuite/evosuite/master/src/test/java/com/examples/with/different/packagename/staticfield/StaticBlockCoverage.java,coverMe,24,30,19648723/19648723_1_recent.java,method,1,20
477,evosuite,https://stackoverflow.com/questions/19648723,evosuite/evosuite/plugins/maven-test/projects/CoverageModule/src/main/java/org/maven_test_project/cm/SimpleClass.java,isPositive,24,30,19648723/19648723_1_recent.java,method,1,20
478,evosuite,https://stackoverflow.com/questions/19648723,evosuite/evosuite/plugins/maven-test/projects/SimpleModule/src/main/java/org/maven_test_project/sm/SimpleClass.java,isPositive,24,30,19648723/19648723_1_recent.java,method,1,20
479,evosuite,https://stackoverflow.com/questions/19648723,evosuite/evosuite/plugins/maven-test/projects/ModuleWithOneDependency/src/main/java/org/maven_test_project/mwod/OneDependencyClass.java,isPositive,28,34,19648723/19648723_1_recent.java,method,1,20
480,evosuite,https://stackoverflow.com/questions/19648723,evosuite/evosuite/plugins/gradle/gradle-test-projects/SimpleProject/src/main/java/org/gradle_test_project/sm/SimpleClass.java,isPositive,24,30,19648723/19648723_1_recent.java,method,1,20
354,f117-sercet,https://stackoverflow.com/questions/58370217,f117-sercet/qztc-mall/Mall/Mall-admin/src/main/java/com/dsc/mall/config/GlobalCorsConfig.java,corsFilter,20,34,58370217/58370217_2_recent.java,method,1,45
21,facebook,https://stackoverflow.com/questions/54298032,facebook/fresco/fbcore/src/main/java/com/facebook/common/internal/ByteStreams.java,copy,53,67,54298032/54298032_2_190009745.java,copy,52,65
573,fanhongtao,https://stackoverflow.com/questions/29866762,fanhongtao/jdk/src/java/util/ComparableTimSort.java,sort,149,193,29866762/29866762_2_89013107.java,method,1,40
574,fanhongtao,https://stackoverflow.com/questions/29866762,fanhongtao/jdk/src/java/util/TimSort.java,sort,176,225,29866762/29866762_2_89013107.java,method,1,40
